sheet	cell	v0.5.1_value	v0.5.2_value
ENGINE	AI42	'=IF($A42="","",IF($AH42<>"","BLOCKED",IF($AG42<>"","FCS — NO PLAY",IF(CALC!$S42=1,"PENDING LINE",IF(CALC!$Q42=1,"STALE LINE",IF($AE42="QB UNCERTAIN","QB UNCERTAIN",IF($AF42<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B42="",$C42=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A42="","",IF($AH42<>"","BLOCKED",IF($AG42<>"","FCS — NO PLAY",IF(CALC!$S42=1,"PENDING LINE",IF(CALC!$Q42=1,"STALE LINE",IF($AE42="QB UNCERTAIN","QB UNCERTAIN",IF($AF42<>"","TRANSITION UNCERTAIN",IF(OR($B42="",$C42=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI43	'=IF($A43="","",IF($AH43<>"","BLOCKED",IF($AG43<>"","FCS — NO PLAY",IF(CALC!$S43=1,"PENDING LINE",IF(CALC!$Q43=1,"STALE LINE",IF($AE43="QB UNCERTAIN","QB UNCERTAIN",IF($AF43<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B43="",$C43=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A43="","",IF($AH43<>"","BLOCKED",IF($AG43<>"","FCS — NO PLAY",IF(CALC!$S43=1,"PENDING LINE",IF(CALC!$Q43=1,"STALE LINE",IF($AE43="QB UNCERTAIN","QB UNCERTAIN",IF($AF43<>"","TRANSITION UNCERTAIN",IF(OR($B43="",$C43=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI44	'=IF($A44="","",IF($AH44<>"","BLOCKED",IF($AG44<>"","FCS — NO PLAY",IF(CALC!$S44=1,"PENDING LINE",IF(CALC!$Q44=1,"STALE LINE",IF($AE44="QB UNCERTAIN","QB UNCERTAIN",IF($AF44<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B44="",$C44=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A44="","",IF($AH44<>"","BLOCKED",IF($AG44<>"","FCS — NO PLAY",IF(CALC!$S44=1,"PENDING LINE",IF(CALC!$Q44=1,"STALE LINE",IF($AE44="QB UNCERTAIN","QB UNCERTAIN",IF($AF44<>"","TRANSITION UNCERTAIN",IF(OR($B44="",$C44=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI45	'=IF($A45="","",IF($AH45<>"","BLOCKED",IF($AG45<>"","FCS — NO PLAY",IF(CALC!$S45=1,"PENDING LINE",IF(CALC!$Q45=1,"STALE LINE",IF($AE45="QB UNCERTAIN","QB UNCERTAIN",IF($AF45<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B45="",$C45=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A45="","",IF($AH45<>"","BLOCKED",IF($AG45<>"","FCS — NO PLAY",IF(CALC!$S45=1,"PENDING LINE",IF(CALC!$Q45=1,"STALE LINE",IF($AE45="QB UNCERTAIN","QB UNCERTAIN",IF($AF45<>"","TRANSITION UNCERTAIN",IF(OR($B45="",$C45=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI46	'=IF($A46="","",IF($AH46<>"","BLOCKED",IF($AG46<>"","FCS — NO PLAY",IF(CALC!$S46=1,"PENDING LINE",IF(CALC!$Q46=1,"STALE LINE",IF($AE46="QB UNCERTAIN","QB UNCERTAIN",IF($AF46<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B46="",$C46=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A46="","",IF($AH46<>"","BLOCKED",IF($AG46<>"","FCS — NO PLAY",IF(CALC!$S46=1,"PENDING LINE",IF(CALC!$Q46=1,"STALE LINE",IF($AE46="QB UNCERTAIN","QB UNCERTAIN",IF($AF46<>"","TRANSITION UNCERTAIN",IF(OR($B46="",$C46=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI47	'=IF($A47="","",IF($AH47<>"","BLOCKED",IF($AG47<>"","FCS — NO PLAY",IF(CALC!$S47=1,"PENDING LINE",IF(CALC!$Q47=1,"STALE LINE",IF($AE47="QB UNCERTAIN","QB UNCERTAIN",IF($AF47<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B47="",$C47=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A47="","",IF($AH47<>"","BLOCKED",IF($AG47<>"","FCS — NO PLAY",IF(CALC!$S47=1,"PENDING LINE",IF(CALC!$Q47=1,"STALE LINE",IF($AE47="QB UNCERTAIN","QB UNCERTAIN",IF($AF47<>"","TRANSITION UNCERTAIN",IF(OR($B47="",$C47=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI48	'=IF($A48="","",IF($AH48<>"","BLOCKED",IF($AG48<>"","FCS — NO PLAY",IF(CALC!$S48=1,"PENDING LINE",IF(CALC!$Q48=1,"STALE LINE",IF($AE48="QB UNCERTAIN","QB UNCERTAIN",IF($AF48<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B48="",$C48=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A48="","",IF($AH48<>"","BLOCKED",IF($AG48<>"","FCS — NO PLAY",IF(CALC!$S48=1,"PENDING LINE",IF(CALC!$Q48=1,"STALE LINE",IF($AE48="QB UNCERTAIN","QB UNCERTAIN",IF($AF48<>"","TRANSITION UNCERTAIN",IF(OR($B48="",$C48=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI49	'=IF($A49="","",IF($AH49<>"","BLOCKED",IF($AG49<>"","FCS — NO PLAY",IF(CALC!$S49=1,"PENDING LINE",IF(CALC!$Q49=1,"STALE LINE",IF($AE49="QB UNCERTAIN","QB UNCERTAIN",IF($AF49<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B49="",$C49=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A49="","",IF($AH49<>"","BLOCKED",IF($AG49<>"","FCS — NO PLAY",IF(CALC!$S49=1,"PENDING LINE",IF(CALC!$Q49=1,"STALE LINE",IF($AE49="QB UNCERTAIN","QB UNCERTAIN",IF($AF49<>"","TRANSITION UNCERTAIN",IF(OR($B49="",$C49=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI50	'=IF($A50="","",IF($AH50<>"","BLOCKED",IF($AG50<>"","FCS — NO PLAY",IF(CALC!$S50=1,"PENDING LINE",IF(CALC!$Q50=1,"STALE LINE",IF($AE50="QB UNCERTAIN","QB UNCERTAIN",IF($AF50<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B50="",$C50=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A50="","",IF($AH50<>"","BLOCKED",IF($AG50<>"","FCS — NO PLAY",IF(CALC!$S50=1,"PENDING LINE",IF(CALC!$Q50=1,"STALE LINE",IF($AE50="QB UNCERTAIN","QB UNCERTAIN",IF($AF50<>"","TRANSITION UNCERTAIN",IF(OR($B50="",$C50=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI51	'=IF($A51="","",IF($AH51<>"","BLOCKED",IF($AG51<>"","FCS — NO PLAY",IF(CALC!$S51=1,"PENDING LINE",IF(CALC!$Q51=1,"STALE LINE",IF($AE51="QB UNCERTAIN","QB UNCERTAIN",IF($AF51<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B51="",$C51=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A51="","",IF($AH51<>"","BLOCKED",IF($AG51<>"","FCS — NO PLAY",IF(CALC!$S51=1,"PENDING LINE",IF(CALC!$Q51=1,"STALE LINE",IF($AE51="QB UNCERTAIN","QB UNCERTAIN",IF($AF51<>"","TRANSITION UNCERTAIN",IF(OR($B51="",$C51=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI52	'=IF($A52="","",IF($AH52<>"","BLOCKED",IF($AG52<>"","FCS — NO PLAY",IF(CALC!$S52=1,"PENDING LINE",IF(CALC!$Q52=1,"STALE LINE",IF($AE52="QB UNCERTAIN","QB UNCERTAIN",IF($AF52<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B52="",$C52=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A52="","",IF($AH52<>"","BLOCKED",IF($AG52<>"","FCS — NO PLAY",IF(CALC!$S52=1,"PENDING LINE",IF(CALC!$Q52=1,"STALE LINE",IF($AE52="QB UNCERTAIN","QB UNCERTAIN",IF($AF52<>"","TRANSITION UNCERTAIN",IF(OR($B52="",$C52=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI53	'=IF($A53="","",IF($AH53<>"","BLOCKED",IF($AG53<>"","FCS — NO PLAY",IF(CALC!$S53=1,"PENDING LINE",IF(CALC!$Q53=1,"STALE LINE",IF($AE53="QB UNCERTAIN","QB UNCERTAIN",IF($AF53<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B53="",$C53=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A53="","",IF($AH53<>"","BLOCKED",IF($AG53<>"","FCS — NO PLAY",IF(CALC!$S53=1,"PENDING LINE",IF(CALC!$Q53=1,"STALE LINE",IF($AE53="QB UNCERTAIN","QB UNCERTAIN",IF($AF53<>"","TRANSITION UNCERTAIN",IF(OR($B53="",$C53=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI54	'=IF($A54="","",IF($AH54<>"","BLOCKED",IF($AG54<>"","FCS — NO PLAY",IF(CALC!$S54=1,"PENDING LINE",IF(CALC!$Q54=1,"STALE LINE",IF($AE54="QB UNCERTAIN","QB UNCERTAIN",IF($AF54<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B54="",$C54=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A54="","",IF($AH54<>"","BLOCKED",IF($AG54<>"","FCS — NO PLAY",IF(CALC!$S54=1,"PENDING LINE",IF(CALC!$Q54=1,"STALE LINE",IF($AE54="QB UNCERTAIN","QB UNCERTAIN",IF($AF54<>"","TRANSITION UNCERTAIN",IF(OR($B54="",$C54=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI55	'=IF($A55="","",IF($AH55<>"","BLOCKED",IF($AG55<>"","FCS — NO PLAY",IF(CALC!$S55=1,"PENDING LINE",IF(CALC!$Q55=1,"STALE LINE",IF($AE55="QB UNCERTAIN","QB UNCERTAIN",IF($AF55<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B55="",$C55=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A55="","",IF($AH55<>"","BLOCKED",IF($AG55<>"","FCS — NO PLAY",IF(CALC!$S55=1,"PENDING LINE",IF(CALC!$Q55=1,"STALE LINE",IF($AE55="QB UNCERTAIN","QB UNCERTAIN",IF($AF55<>"","TRANSITION UNCERTAIN",IF(OR($B55="",$C55=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI56	'=IF($A56="","",IF($AH56<>"","BLOCKED",IF($AG56<>"","FCS — NO PLAY",IF(CALC!$S56=1,"PENDING LINE",IF(CALC!$Q56=1,"STALE LINE",IF($AE56="QB UNCERTAIN","QB UNCERTAIN",IF($AF56<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B56="",$C56=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A56="","",IF($AH56<>"","BLOCKED",IF($AG56<>"","FCS — NO PLAY",IF(CALC!$S56=1,"PENDING LINE",IF(CALC!$Q56=1,"STALE LINE",IF($AE56="QB UNCERTAIN","QB UNCERTAIN",IF($AF56<>"","TRANSITION UNCERTAIN",IF(OR($B56="",$C56=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI57	'=IF($A57="","",IF($AH57<>"","BLOCKED",IF($AG57<>"","FCS — NO PLAY",IF(CALC!$S57=1,"PENDING LINE",IF(CALC!$Q57=1,"STALE LINE",IF($AE57="QB UNCERTAIN","QB UNCERTAIN",IF($AF57<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B57="",$C57=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A57="","",IF($AH57<>"","BLOCKED",IF($AG57<>"","FCS — NO PLAY",IF(CALC!$S57=1,"PENDING LINE",IF(CALC!$Q57=1,"STALE LINE",IF($AE57="QB UNCERTAIN","QB UNCERTAIN",IF($AF57<>"","TRANSITION UNCERTAIN",IF(OR($B57="",$C57=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI58	'=IF($A58="","",IF($AH58<>"","BLOCKED",IF($AG58<>"","FCS — NO PLAY",IF(CALC!$S58=1,"PENDING LINE",IF(CALC!$Q58=1,"STALE LINE",IF($AE58="QB UNCERTAIN","QB UNCERTAIN",IF($AF58<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B58="",$C58=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A58="","",IF($AH58<>"","BLOCKED",IF($AG58<>"","FCS — NO PLAY",IF(CALC!$S58=1,"PENDING LINE",IF(CALC!$Q58=1,"STALE LINE",IF($AE58="QB UNCERTAIN","QB UNCERTAIN",IF($AF58<>"","TRANSITION UNCERTAIN",IF(OR($B58="",$C58=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI59	'=IF($A59="","",IF($AH59<>"","BLOCKED",IF($AG59<>"","FCS — NO PLAY",IF(CALC!$S59=1,"PENDING LINE",IF(CALC!$Q59=1,"STALE LINE",IF($AE59="QB UNCERTAIN","QB UNCERTAIN",IF($AF59<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B59="",$C59=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A59="","",IF($AH59<>"","BLOCKED",IF($AG59<>"","FCS — NO PLAY",IF(CALC!$S59=1,"PENDING LINE",IF(CALC!$Q59=1,"STALE LINE",IF($AE59="QB UNCERTAIN","QB UNCERTAIN",IF($AF59<>"","TRANSITION UNCERTAIN",IF(OR($B59="",$C59=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI60	'=IF($A60="","",IF($AH60<>"","BLOCKED",IF($AG60<>"","FCS — NO PLAY",IF(CALC!$S60=1,"PENDING LINE",IF(CALC!$Q60=1,"STALE LINE",IF($AE60="QB UNCERTAIN","QB UNCERTAIN",IF($AF60<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B60="",$C60=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A60="","",IF($AH60<>"","BLOCKED",IF($AG60<>"","FCS — NO PLAY",IF(CALC!$S60=1,"PENDING LINE",IF(CALC!$Q60=1,"STALE LINE",IF($AE60="QB UNCERTAIN","QB UNCERTAIN",IF($AF60<>"","TRANSITION UNCERTAIN",IF(OR($B60="",$C60=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI61	'=IF($A61="","",IF($AH61<>"","BLOCKED",IF($AG61<>"","FCS — NO PLAY",IF(CALC!$S61=1,"PENDING LINE",IF(CALC!$Q61=1,"STALE LINE",IF($AE61="QB UNCERTAIN","QB UNCERTAIN",IF($AF61<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B61="",$C61=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A61="","",IF($AH61<>"","BLOCKED",IF($AG61<>"","FCS — NO PLAY",IF(CALC!$S61=1,"PENDING LINE",IF(CALC!$Q61=1,"STALE LINE",IF($AE61="QB UNCERTAIN","QB UNCERTAIN",IF($AF61<>"","TRANSITION UNCERTAIN",IF(OR($B61="",$C61=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI62	'=IF($A62="","",IF($AH62<>"","BLOCKED",IF($AG62<>"","FCS — NO PLAY",IF(CALC!$S62=1,"PENDING LINE",IF(CALC!$Q62=1,"STALE LINE",IF($AE62="QB UNCERTAIN","QB UNCERTAIN",IF($AF62<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B62="",$C62=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A62="","",IF($AH62<>"","BLOCKED",IF($AG62<>"","FCS — NO PLAY",IF(CALC!$S62=1,"PENDING LINE",IF(CALC!$Q62=1,"STALE LINE",IF($AE62="QB UNCERTAIN","QB UNCERTAIN",IF($AF62<>"","TRANSITION UNCERTAIN",IF(OR($B62="",$C62=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI63	'=IF($A63="","",IF($AH63<>"","BLOCKED",IF($AG63<>"","FCS — NO PLAY",IF(CALC!$S63=1,"PENDING LINE",IF(CALC!$Q63=1,"STALE LINE",IF($AE63="QB UNCERTAIN","QB UNCERTAIN",IF($AF63<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B63="",$C63=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A63="","",IF($AH63<>"","BLOCKED",IF($AG63<>"","FCS — NO PLAY",IF(CALC!$S63=1,"PENDING LINE",IF(CALC!$Q63=1,"STALE LINE",IF($AE63="QB UNCERTAIN","QB UNCERTAIN",IF($AF63<>"","TRANSITION UNCERTAIN",IF(OR($B63="",$C63=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI64	'=IF($A64="","",IF($AH64<>"","BLOCKED",IF($AG64<>"","FCS — NO PLAY",IF(CALC!$S64=1,"PENDING LINE",IF(CALC!$Q64=1,"STALE LINE",IF($AE64="QB UNCERTAIN","QB UNCERTAIN",IF($AF64<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B64="",$C64=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A64="","",IF($AH64<>"","BLOCKED",IF($AG64<>"","FCS — NO PLAY",IF(CALC!$S64=1,"PENDING LINE",IF(CALC!$Q64=1,"STALE LINE",IF($AE64="QB UNCERTAIN","QB UNCERTAIN",IF($AF64<>"","TRANSITION UNCERTAIN",IF(OR($B64="",$C64=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI65	'=IF($A65="","",IF($AH65<>"","BLOCKED",IF($AG65<>"","FCS — NO PLAY",IF(CALC!$S65=1,"PENDING LINE",IF(CALC!$Q65=1,"STALE LINE",IF($AE65="QB UNCERTAIN","QB UNCERTAIN",IF($AF65<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B65="",$C65=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A65="","",IF($AH65<>"","BLOCKED",IF($AG65<>"","FCS — NO PLAY",IF(CALC!$S65=1,"PENDING LINE",IF(CALC!$Q65=1,"STALE LINE",IF($AE65="QB UNCERTAIN","QB UNCERTAIN",IF($AF65<>"","TRANSITION UNCERTAIN",IF(OR($B65="",$C65=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI66	'=IF($A66="","",IF($AH66<>"","BLOCKED",IF($AG66<>"","FCS — NO PLAY",IF(CALC!$S66=1,"PENDING LINE",IF(CALC!$Q66=1,"STALE LINE",IF($AE66="QB UNCERTAIN","QB UNCERTAIN",IF($AF66<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B66="",$C66=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A66="","",IF($AH66<>"","BLOCKED",IF($AG66<>"","FCS — NO PLAY",IF(CALC!$S66=1,"PENDING LINE",IF(CALC!$Q66=1,"STALE LINE",IF($AE66="QB UNCERTAIN","QB UNCERTAIN",IF($AF66<>"","TRANSITION UNCERTAIN",IF(OR($B66="",$C66=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI67	'=IF($A67="","",IF($AH67<>"","BLOCKED",IF($AG67<>"","FCS — NO PLAY",IF(CALC!$S67=1,"PENDING LINE",IF(CALC!$Q67=1,"STALE LINE",IF($AE67="QB UNCERTAIN","QB UNCERTAIN",IF($AF67<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B67="",$C67=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A67="","",IF($AH67<>"","BLOCKED",IF($AG67<>"","FCS — NO PLAY",IF(CALC!$S67=1,"PENDING LINE",IF(CALC!$Q67=1,"STALE LINE",IF($AE67="QB UNCERTAIN","QB UNCERTAIN",IF($AF67<>"","TRANSITION UNCERTAIN",IF(OR($B67="",$C67=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI68	'=IF($A68="","",IF($AH68<>"","BLOCKED",IF($AG68<>"","FCS — NO PLAY",IF(CALC!$S68=1,"PENDING LINE",IF(CALC!$Q68=1,"STALE LINE",IF($AE68="QB UNCERTAIN","QB UNCERTAIN",IF($AF68<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B68="",$C68=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A68="","",IF($AH68<>"","BLOCKED",IF($AG68<>"","FCS — NO PLAY",IF(CALC!$S68=1,"PENDING LINE",IF(CALC!$Q68=1,"STALE LINE",IF($AE68="QB UNCERTAIN","QB UNCERTAIN",IF($AF68<>"","TRANSITION UNCERTAIN",IF(OR($B68="",$C68=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI69	'=IF($A69="","",IF($AH69<>"","BLOCKED",IF($AG69<>"","FCS — NO PLAY",IF(CALC!$S69=1,"PENDING LINE",IF(CALC!$Q69=1,"STALE LINE",IF($AE69="QB UNCERTAIN","QB UNCERTAIN",IF($AF69<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B69="",$C69=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A69="","",IF($AH69<>"","BLOCKED",IF($AG69<>"","FCS — NO PLAY",IF(CALC!$S69=1,"PENDING LINE",IF(CALC!$Q69=1,"STALE LINE",IF($AE69="QB UNCERTAIN","QB UNCERTAIN",IF($AF69<>"","TRANSITION UNCERTAIN",IF(OR($B69="",$C69=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI70	'=IF($A70="","",IF($AH70<>"","BLOCKED",IF($AG70<>"","FCS — NO PLAY",IF(CALC!$S70=1,"PENDING LINE",IF(CALC!$Q70=1,"STALE LINE",IF($AE70="QB UNCERTAIN","QB UNCERTAIN",IF($AF70<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B70="",$C70=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A70="","",IF($AH70<>"","BLOCKED",IF($AG70<>"","FCS — NO PLAY",IF(CALC!$S70=1,"PENDING LINE",IF(CALC!$Q70=1,"STALE LINE",IF($AE70="QB UNCERTAIN","QB UNCERTAIN",IF($AF70<>"","TRANSITION UNCERTAIN",IF(OR($B70="",$C70=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI71	'=IF($A71="","",IF($AH71<>"","BLOCKED",IF($AG71<>"","FCS — NO PLAY",IF(CALC!$S71=1,"PENDING LINE",IF(CALC!$Q71=1,"STALE LINE",IF($AE71="QB UNCERTAIN","QB UNCERTAIN",IF($AF71<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B71="",$C71=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A71="","",IF($AH71<>"","BLOCKED",IF($AG71<>"","FCS — NO PLAY",IF(CALC!$S71=1,"PENDING LINE",IF(CALC!$Q71=1,"STALE LINE",IF($AE71="QB UNCERTAIN","QB UNCERTAIN",IF($AF71<>"","TRANSITION UNCERTAIN",IF(OR($B71="",$C71=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI72	'=IF($A72="","",IF($AH72<>"","BLOCKED",IF($AG72<>"","FCS — NO PLAY",IF(CALC!$S72=1,"PENDING LINE",IF(CALC!$Q72=1,"STALE LINE",IF($AE72="QB UNCERTAIN","QB UNCERTAIN",IF($AF72<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B72="",$C72=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A72="","",IF($AH72<>"","BLOCKED",IF($AG72<>"","FCS — NO PLAY",IF(CALC!$S72=1,"PENDING LINE",IF(CALC!$Q72=1,"STALE LINE",IF($AE72="QB UNCERTAIN","QB UNCERTAIN",IF($AF72<>"","TRANSITION UNCERTAIN",IF(OR($B72="",$C72=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI73	'=IF($A73="","",IF($AH73<>"","BLOCKED",IF($AG73<>"","FCS — NO PLAY",IF(CALC!$S73=1,"PENDING LINE",IF(CALC!$Q73=1,"STALE LINE",IF($AE73="QB UNCERTAIN","QB UNCERTAIN",IF($AF73<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B73="",$C73=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A73="","",IF($AH73<>"","BLOCKED",IF($AG73<>"","FCS — NO PLAY",IF(CALC!$S73=1,"PENDING LINE",IF(CALC!$Q73=1,"STALE LINE",IF($AE73="QB UNCERTAIN","QB UNCERTAIN",IF($AF73<>"","TRANSITION UNCERTAIN",IF(OR($B73="",$C73=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI74	'=IF($A74="","",IF($AH74<>"","BLOCKED",IF($AG74<>"","FCS — NO PLAY",IF(CALC!$S74=1,"PENDING LINE",IF(CALC!$Q74=1,"STALE LINE",IF($AE74="QB UNCERTAIN","QB UNCERTAIN",IF($AF74<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B74="",$C74=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A74="","",IF($AH74<>"","BLOCKED",IF($AG74<>"","FCS — NO PLAY",IF(CALC!$S74=1,"PENDING LINE",IF(CALC!$Q74=1,"STALE LINE",IF($AE74="QB UNCERTAIN","QB UNCERTAIN",IF($AF74<>"","TRANSITION UNCERTAIN",IF(OR($B74="",$C74=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI75	'=IF($A75="","",IF($AH75<>"","BLOCKED",IF($AG75<>"","FCS — NO PLAY",IF(CALC!$S75=1,"PENDING LINE",IF(CALC!$Q75=1,"STALE LINE",IF($AE75="QB UNCERTAIN","QB UNCERTAIN",IF($AF75<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B75="",$C75=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A75="","",IF($AH75<>"","BLOCKED",IF($AG75<>"","FCS — NO PLAY",IF(CALC!$S75=1,"PENDING LINE",IF(CALC!$Q75=1,"STALE LINE",IF($AE75="QB UNCERTAIN","QB UNCERTAIN",IF($AF75<>"","TRANSITION UNCERTAIN",IF(OR($B75="",$C75=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI76	'=IF($A76="","",IF($AH76<>"","BLOCKED",IF($AG76<>"","FCS — NO PLAY",IF(CALC!$S76=1,"PENDING LINE",IF(CALC!$Q76=1,"STALE LINE",IF($AE76="QB UNCERTAIN","QB UNCERTAIN",IF($AF76<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B76="",$C76=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A76="","",IF($AH76<>"","BLOCKED",IF($AG76<>"","FCS — NO PLAY",IF(CALC!$S76=1,"PENDING LINE",IF(CALC!$Q76=1,"STALE LINE",IF($AE76="QB UNCERTAIN","QB UNCERTAIN",IF($AF76<>"","TRANSITION UNCERTAIN",IF(OR($B76="",$C76=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI77	'=IF($A77="","",IF($AH77<>"","BLOCKED",IF($AG77<>"","FCS — NO PLAY",IF(CALC!$S77=1,"PENDING LINE",IF(CALC!$Q77=1,"STALE LINE",IF($AE77="QB UNCERTAIN","QB UNCERTAIN",IF($AF77<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B77="",$C77=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A77="","",IF($AH77<>"","BLOCKED",IF($AG77<>"","FCS — NO PLAY",IF(CALC!$S77=1,"PENDING LINE",IF(CALC!$Q77=1,"STALE LINE",IF($AE77="QB UNCERTAIN","QB UNCERTAIN",IF($AF77<>"","TRANSITION UNCERTAIN",IF(OR($B77="",$C77=""),"DATA INCOMPLETE","READY"))))))))'
