sheet,cell,classification,old,new
CHANGELOG,B60,CUMULATIVE,,2026-07-21
CHANGELOG,C60,CUMULATIVE,,"Confidence distribution: 61 High, 45 Medium, 32 Low (32 unresolved competitions documented, none forced). Authoritative v0.6.2 XLSX and both native Google Sheets (v0.6.2 1H4XBJ..., v0.6.1 1EITbP...) untouched. No market lines, adjustments, ratings, HFA, thresholds, formulas, formatting, or tab structure changed."
CHANGELOG,D60,CUMULATIVE,,Phase 8 - summary + scope confirmation
CHANGELOG,A61,CUMULATIVE,,v0.7.1
CHANGELOG,B61,CUMULATIVE,,2026-07-21
CHANGELOG,C61,CUMULATIVE,,"Phase 8.1 (WORKING FILE ONLY): deviation-only QB zero-initialization (Option A approved). Baseline-identity audit found preseason snapshots load at SP+ = 2026-03-27, FPI = 2026-07-19, TeamRankings = 2026-07-19 (PRESEASON cols E/I/R). All winter-portal transfers and returning starters were priced into all three; Active QB = projected starter for the 105 initialized teams."
CHANGELOG,D61,CUMULATIVE,,Phase 8.1 - baseline-identity audit
CHANGELOG,A62,CUMULATIVE,,v0.7.1
CHANGELOG,B62,CUMULATIVE,,2026-07-21
CHANGELOG,C62,CUMULATIVE,,"Initialized Baseline value (D)=0 and Active value (F)=0 for 105 settled H/M teams -> QB delta (G)=0, status (M)=OK (verified). This sets the preseason QB as the neutral reference (no double-count of QB quality already in TEAM RATINGS). 33 teams left BLANK and QB UNCERTAIN (exceptions): 27 open competitions, 4 injury/availability (Stanford, Syracuse, Texas Tech, North Carolina), 2 conflicting sourcing (Tennessee, Nebraska). No nonzero value entered anywhere."
CHANGELOG,D62,CUMULATIVE,,"Phase 8.1 - zero-init 105, 33 exceptions"
CHANGELOG,A63,CUMULATIVE,,v0.7.1
CHANGELOG,B63,CUMULATIVE,,2026-07-21
CHANGELOG,C63,CUMULATIVE,,"Baseline value & Active value contain only 0 or blank; no nonzero QB adjustment exists. Future nonzero-adjustment rubric proposed (valuation_methodology_report) but NOT approved/applied. Authoritative v0.6.2 XLSX and both native Google Sheets untouched; v0.7.0 research checkpoint preserved. Only QB VALUES D/F (210 cells), banner, and CHANGELOG changed."
CHANGELOG,D63,CUMULATIVE,,Phase 8.1 - scope + future rubric proposed
CHANGELOG,A64,CUMULATIVE,,v0.7.2
CHANGELOG,B64,CUMULATIVE,,2026-07-22
CHANGELOG,C64,CUMULATIVE,,"Phase 8.3 (CANDIDATE — not authoritative): re-verified Vanderbilt's 2026 QB situation. Clark Lea at SEC Media Days (2026-07-21) confirmed a genuine, undecided Jared Curtis vs Blaze Berlowitz competition (Berlowitz a credible veteran with two years in OC Tim Beck's system, Pavia's backup — not a mere backup); Lea declined to name a starter and the battle may run to the opener. Re-verification FAILED: Vanderbilt NOT reclassified L->M and NOT initialized. QB status counts remain 105 OK / 33 UNCERTAIN (not 106/32)."
CHANGELOG,D64,CUMULATIVE,,Phase 8.3 re-verification gate
CHANGELOG,A65,CUMULATIVE,,v0.7.2
CHANGELOG,B65,CUMULATIVE,,2026-07-22
CHANGELOG,C65,CUMULATIVE,,"No QB VALUES data changed vs v0.7.1: Baseline value (D) and Active value (F) still contain only 0 or blank; no nonzero QB deviation exists; formula count unchanged (123,011). The only cells that differ from v0.7.1 are this version banner (START HERE!A1) and these CHANGELOG rows."
CHANGELOG,D65,CUMULATIVE,,Phase 8.3 (null result — no data change)
CHANGELOG,A66,CUMULATIVE,,v0.7.2
CHANGELOG,B66,CUMULATIVE,,2026-07-22
CHANGELOG,C66,CUMULATIVE,,"Methodology cleanup (documentation only): future deviation bands replaced with discrete, non-overlapping quarter-point values (-4.00..+2.00; no backdoor QB value via ADJUSTMENTS); the review trail was moved to a SEPARATE qb_deviation_review_log (CSV/JSON) since the exception tracker has no review-log columns; the exception tracker gained ISO date fields (last_checked/most_recent_source/next_research/resolution)."
CHANGELOG,D66,CUMULATIVE,,Phase 8.3 methodology correction
CHANGELOG,A67,CUMULATIVE,,v0.7.3
CHANGELOG,B67,CUMULATIVE,,2026-08-03
CHANGELOG,C67,CUMULATIVE,,"Phase 7D.1 (CANDIDATE - not authoritative): APPROVED REPAIR. Texas Tech QB confidence L -> M (LIKELY). Basis: surgeon clearance reported; projected Week 1 starter; final TEAM medical clearance still pending (~Aug 21 nine-month ACL mark). Not H - no official naming. Baseline/Active values deliberately left BLANK, so QB delta stays gated and QB status correctly remains UNCERTAIN. No numerical QB value entered."
CHANGELOG,D67,CUMULATIVE,,Owner-approved Option B repair (Phase 7D)
CHANGELOG,A68,CUMULATIVE,,v0.7.3
CHANGELOG,B68,CUMULATIVE,,2026-08-03
CHANGELOG,C68,CUMULATIVE,,Phase 7D.1 FACTUAL CORRECTION: Akron Active QB was 'Ben Finley' (noted as 'returning starter') - Finley GRADUATED after a two-year starting run and is not on the 2026 roster. Corrected to 'Open (Reese Poffenbarger / Brayden Roggow)'; confidence M -> L (no clear QB1; open fall-camp competition). Numerical values left unchanged pending owner review of the L-coded-but-zero-initialized state (open item OI-1).
CHANGELOG,D68,CUMULATIVE,,Live verification 2026-08-03
CHANGELOG,A69,CUMULATIVE,,v0.7.3
CHANGELOG,B69,CUMULATIVE,,2026-08-03
CHANGELOG,C69,CUMULATIVE,,"Tier 1 live verification INCOMPLETE: exactly 59 M/L-coded teams remained unverified entering this phase (not the ~47 estimated in Phase 7D); 6 were freshly verified here (Akron, Ball State, Central Michigan, Toledo, Western Michigan, plus Texas Tech). 53 remain unverified and their last-verified dates were deliberately NOT refreshed. Promotion recommendation: DEFER."
CHANGELOG,D69,CUMULATIVE,,Phase 7D.1 scope disclosure
CHANGELOG,A70,CUMULATIVE,,v0.7.4
CHANGELOG,B70,CUMULATIVE,,2026-08-03
CHANGELOG,C70,CUMULATIVE,,"Phase 7D.2 APPROVED CONSISTENCY REPAIR: Akron (row 105) Baseline/Active numerical values CLEARED from 0 to blank. Akron has a genuine unresolved QB competition; zero would imply both starter and replacement were affirmatively evaluated at zero, whereas blank correctly represents an unresolved numerical assessment. Confidence stays L; QB delta stays blank; status stays UNCERTAIN. No rating or spread effect."
CHANGELOG,D70,CUMULATIVE,,Owner-approved 7D.2 repair
CHANGELOG,A71,CUMULATIVE,,v0.7.4
CHANGELOG,B71,CUMULATIVE,,2026-08-03
CHANGELOG,C71,CUMULATIVE,,"Phase 7D.2 BATCH 1 (MAC + Conference USA) live verification: 14 teams in scope. 7 records CONFIRMED accurate (Bowling Green, UMass, Liberty, Middle Tennessee, Sam Houston, Western Kentucky, plus Ohio re-coded). ONE classification change: Ohio L -> M (HC John Hauser describes Nick Poulos as the leader; no Week 1 starter named). Liberty active-QB entry refined to the verified three-way transfer race. No new numerical QB value populated."
CHANGELOG,D71,CUMULATIVE,,Batch 1 verification
CHANGELOG,A72,CUMULATIVE,,v0.7.4
CHANGELOG,B72,CUMULATIVE,,2026-08-03
CHANGELOG,C72,CUMULATIVE,,"Phase 7D.2 SCOPE DISCLOSURE: exact backlog re-derived as 54 (Phase 7D.1 reported 53 - it double-counted Texas Tech, which was already verified in Phase 7B). Of 14 Batch 1 teams, 7 verified, 1 unresolved source conflict (Miami OH: candidate lists Thomas Gotkowski while one outlet references a Kansas transfer as projected starter), and 6 not verified (Buffalo, Sacramento State, FIU, Kennesaw State, Missouri State, New Mexico State). Dates for unverified teams deliberately NOT refreshed. Backlog remaining: 47. Promotion: DEFER."
CHANGELOG,D72,CUMULATIVE,,Batch 1 scope disclosure
CHANGELOG,A73,CUMULATIVE,,v0.7.5
CHANGELOG,B73,CUMULATIVE,,2026-08-03
CHANGELOG,C73,CUMULATIVE,,"Phase 7D.3 BATCH 2 (Power conferences + Independent): 16 teams in scope (Big Ten 6, Big 12 4, ACC 3, SEC 2, Independent 1). 9 verified - 8 records CONFIRMED accurate (Minnesota, Michigan State, Purdue, Wisconsin, Arizona State, West Virginia, Virginia, Wake Forest) and 1 RECLASSIFIED: Rutgers L -> M (Dylan Lonergan described as the likely starter with AJ Surace competing = clear leader with competition). No new numerical QB value populated; Rutgers values remain BLANK per the L->M rule, so its status stays UNCERTAIN."
CHANGELOG,D73,CUMULATIVE,,Batch 2 verification
CHANGELOG,A74,CUMULATIVE,,v0.7.5
CHANGELOG,B74,CUMULATIVE,,2026-08-03
CHANGELOG,C74,CUMULATIVE,,"Phase 7D.3 SCOPE DISCLOSURE: 7 of the 16 Batch 2 teams could NOT be verified - Iowa, Kansas, Houston, Duke, Arkansas, Mississippi State, UConn. Their last-verified dates were deliberately NOT refreshed (still 2026-07-21). Duke is a specific gap: reporting confirms Darian Mensah left for Miami and that Duke was 'in a pinch' at QB, but no source located names Walker Eget (the candidate entry) as the replacement. Backlog: 47 -> 38 (7 P4/Independent + 31 Group of Five). Promotion: DEFER."
CHANGELOG,D74,CUMULATIVE,,Batch 2 scope disclosure
CHANGELOG,A75,CUMULATIVE,,v0.7.6
CHANGELOG,B75,CUMULATIVE,,2026-08-03
CHANGELOG,C75,CUMULATIVE,,"Phase 7D.3A BATCH 2 STRAGGLER RESOLUTION: all SEVEN remaining Power-conference/Independent records resolved. TWO DEFECTS FOUND: Arkansas M->L (HC Silverfield says the KJ Jackson vs AJ Hill battle could last to the Sept 5 opener; 'wide open' since February) and UConn M->L (named starter Tucker McDonald uncorroborated; Jim Mora left for Colorado State, the 2026 QB commit departed, and 2025 starter Joe Fagnano graduated - projected starter cannot be verified). Both had zero numerical inputs CLEARED to blank per the approved Akron consistency methodology."
CHANGELOG,D75,CUMULATIVE,,Batch 2 straggler resolution
CHANGELOG,A76,CUMULATIVE,,v0.7.6
CHANGELOG,B76,CUMULATIVE,,2026-08-03
CHANGELOG,C76,CUMULATIVE,,"Phase 7D.3A UPGRADES AND CONFIRMATIONS: Houston M->H (Conner Weigman, returning starter entering his second season, official roster, announced return, no competition reported) and Mississippi State M->H (Kamario Taylor, 'unquestioned starter - no competition, no committee, no asterisk' at SEC Media Days; only the No.2 job is open). Both RETAIN zero initialization, correct for H. Duke CONFIRMED at M and the 7D.3 conflict RESOLVED - Walker Eget is on the official roster and is the expected Week 1 starter within a five-way competition. Iowa and Kansas CONFIRMED at L with entries refined to their actual competitions."
CHANGELOG,D76,CUMULATIVE,,Batch 2 straggler resolution
CHANGELOG,A77,CUMULATIVE,,v0.7.6
CHANGELOG,B77,CUMULATIVE,,2026-08-03
CHANGELOG,C77,CUMULATIVE,,"Phase 7D.3A RESULT: Batch 2 is now COMPLETE - all 16 Power-conference/Independent teams verified. Backlog 38 -> 31, consisting ONLY of Group of Five teams (Pac-12 6, American 6, Mountain West 6, Sun Belt 6, CUSA 4, MAC 3). Counts: 63 H / 43 M / 32 L; status 102 OK / 36 UNCERTAIN; 0 nonzero deltas. Promotion remains DEFERRED."
CHANGELOG,D77,CUMULATIVE,,Batch 2 completion
CHANGELOG,A78,CUMULATIVE,,v0.7.7
CHANGELOG,B78,CUMULATIVE,,2026-08-03
CHANGELOG,C78,CUMULATIVE,,"Phase 7D.4 FINAL G5 BATCH: 31 teams in scope; 26 VERIFIED, 5 not verified (North Texas, Texas State, Washington State, Georgia Southern, Old Dominion - dates NOT refreshed). TWO STALE-ENTRY DEFECTS: Buffalo listed CJ Ogbonna, its 2024 SENIOR starter no longer on the roster (corrected to the Wright/Cumbie/Holmes room), and Northern Illinois listed 'Davidson/Macon/Hamric' none of whom appear in current coverage (corrected to Taron Dickens, Western Carolina transfer and FCS Walter Payton Award runner-up; L->M). ONE CLASSIFICATION DEFECT: Appalachian State M->L - Singleton and Hasselbeck are 'main competitors' with no leader; M was resting on name recognition. Zeros CLEARED to blank."
CHANGELOG,D78,CUMULATIVE,,Final G5 verification batch
CHANGELOG,A79,CUMULATIVE,,v0.7.7
CHANGELOG,B79,CUMULATIVE,,2026-08-03
CHANGELOG,C79,CUMULATIVE,,"Phase 7D.4 MIAMI (OH) CONFLICT RESOLVED: both 7D.2 claims reconciled. Thomas Gotkowski IS on the official roster (3 starts in 2025 incl. the MAC title-clinching win); the 'Kansas transfer' is DAVID McCOMB, not Isaiah Marshall (who remains at Kansas). Three-way race with senior transfer Caleb Heavner; L retained. OTHER CODE CHANGES: UTEP M->H (EJ Colson officially NAMED starter in spring; zeros retained) and Oregon State L->M (Maalik Murphy leads; a 'named starter' headline is in tension with active-competition language, so M not H; values stay blank)."
CHANGELOG,D79,CUMULATIVE,,Final G5 verification batch
CHANGELOG,A80,CUMULATIVE,,v0.7.7
CHANGELOG,B80,CUMULATIVE,,2026-08-03
CHANGELOG,C80,CUMULATIVE,,"Phase 7D.4 RESULT: backlog 31 -> 5. Counts 64 H / 43 M / 31 L; status 101 OK / 37 UNCERTAIN; 0 nonzero QB values; blank 37 / zero 101. Five teams remain unverified and are NOT date-refreshed. Promotion recommendation: OPTION B - DEFER AND REPAIR, because the backlog has not reached zero."
CHANGELOG,D80,CUMULATIVE,,Final G5 batch result
CHANGELOG,A81,CUMULATIVE,,v0.7.8
CHANGELOG,B81,CUMULATIVE,,2026-08-04
CHANGELOG,C81,CUMULATIVE,,"Phase 7D.4A FINAL FIVE QB RESOLUTION: Texas State, Washington State, North Texas, Georgia Southern and Old Dominion resolved by team-specific sourcing. BACKLOG 5 -> 0. THREE CONFIRMED at M with refined entries: Texas State (Brad Jackson, returning 2025 starter, 3,050 pass yds / 18 TD / 71.5%, top-G5 QB per The Athletic, no competition), North Texas (HC Neal Brown on the 2026-07-29 American Kickoff broadcast: Tayven Jackson 'now has a slight lead' in a three-man race with Chaston Ditta and Chris Jimerson Jr.; coaching change from Eric Morris to Neal Brown verified) and Old Dominion (Quinn Henicle, Cure Bowl MVP and 2-0 as a starter, 'has a leg up' in a three-way battle with Jaxon Potter and Ryan Huff)."
CHANGELOG,D81,CUMULATIVE,,Final five QB resolution
CHANGELOG,A82,CUMULATIVE,,v0.7.8
CHANGELOG,B82,CUMULATIVE,,2026-08-04
CHANGELOG,C82,CUMULATIVE,,"Phase 7D.4A DEFECTS: (1) WASHINGTON STATE M -> L - prior entry asserted Caden Pinnick as projected QB1, but HeraldNet (2026-07-30) reports a 'wide-open QB competition', The Columbian (2026-08-01) calls the situation 'unresolved', HC Kirby Moore declined to name a preference, and the Spokesman-Review beat reports Pinnick 'wasn't able to create meaningful separation from Eshelman'. Numerical zeros CLEARED to blank. (2) GEORGIA SOUTHERN stale entry L -> M - prior entry read 'Open (Weston Bryan / Turner Helton)' and omitted Max Johnson entirely; HC Clay Helton at Sun Belt Media Days (2026-07-15) said Johnson 'is expected to be the starter if the season began today'. Values remain blank per the L->M rule."
CHANGELOG,D82,CUMULATIVE,,Final five QB resolution
CHANGELOG,A83,CUMULATIVE,,v0.7.8
CHANGELOG,B83,CUMULATIVE,,2026-08-04
CHANGELOG,C83,CUMULATIVE,,"Phase 7D.4A RESULT: QB verification backlog = 0. Counts 64 H / 43 M / 31 L (net unchanged - the WSU M->L and GASO L->M changes offset); status 100 OK / 38 UNCERTAIN; blank 38 / zero 100; 0 nonzero QB values; 0 formula changes. Cumulative defect pattern holds: every classification defect found in this project (Akron, Arkansas, UConn, Buffalo, Northern Illinois, Appalachian State, Washington State) was an unsupported M or a named starter the evidence did not support - never a team rated too uncertain."
CHANGELOG,D83,CUMULATIVE,,Final five batch result
CHANGELOG,A84,CUMULATIVE,,v0.7.9
CHANGELOG,B84,CUMULATIVE,,2026-08-04
CHANGELOG,C84,CUMULATIVE,,"Phase 7D.5 FINAL QB-VERIFICATION CANDIDATE. Closes finding F-7 from Phase 7D.4A: 21 Tier-1 (M/L) records were credited as verified in the phase ledger but still carried their original 2026-07-21 build stamp and build note, so the workbook could not substantiate its own verification claim. All 21 received a fresh team-specific pass and are now stamped. Every Tier-1 record in the dataset now carries an in-workbook verification date and evidence note. The five 7D.4A teams were also re-verified against official/primary sources and their notes refreshed."
CHANGELOG,D84,CUMULATIVE,,F-7 closeout
CHANGELOG,A85,CUMULATIVE,,v0.7.9
CHANGELOG,B85,CUMULATIVE,,2026-08-04
CHANGELOG,C85,CUMULATIVE,,"Phase 7D.5 CORRECTIONS (3): (1) MISSOURI M -> H - HC Eli Drinkwitz OFFICIALLY NAMED Austin Simmons the 2026 starter on 2026-03-19 over Matt Zollers and Nick Evers; the prior entry read 'projected leader, some competition', which was stale. Zeros retained. (2) NORTH CAROLINA M -> L - no starter named; 'UNC quarterback battle remains WIDE OPEN' (2026-07-18) with four candidates (Billy Edwards Jr., Miles O'Neill, Au'Tori Newkirk, Travis Burgess) and Belichick leaving it open. Zeros CLEARED. (3) UNLV M -> L - the Las Vegas Review-Journal (2026-07-28) reports 'coaches won't name a front-runner throughout training camp' in a genuine Jackson Arnold vs Alex Orji battle; the prior note's word 'verified' was unsupported. Zeros CLEARED. Also corrected: NEW FACTS on Texas State (Boston College transfer Shaker Reisig is the primary BACKUP, not a challenger; Jackson was 2026 Armed Forces Bowl MVP) and North Texas (replacing Drew Mestemaker, the 2025 national passing-yards leader)."
CHANGELOG,D85,CUMULATIVE,,F-7 closeout
CHANGELOG,A86,CUMULATIVE,,v0.7.9
CHANGELOG,B86,CUMULATIVE,,2026-08-04
CHANGELOG,C86,CUMULATIVE,,"Phase 7D.5 RESULT: QB verification backlog = 0 AND audit-trail gap = 0. Counts 65 H / 40 M / 33 L; status 98 OK / 40 UNCERTAIN; blank 39 / zero 99; 0 nonzero QB values; 0 formula changes. Vanderbilt's Phase 8.3 FAILED re-verification is now closed at L. DEFECT PATTERN - AND ITS FIRST EXCEPTION: 11 defects across 80 team-specific passes (about 1 in 7). Ten were over-confident: an unsupported M or a stale named starter (Akron, Arkansas, UConn, Buffalo, Northern Illinois, Appalachian State, Washington State, Georgia Southern, North Carolina, UNLV). MISSOURI IS THE FIRST DEFECT IN THE OPPOSITE DIRECTION - a record rated TOO UNCERTAIN (M) when the starter had been officially named five months earlier. The prior claim that no team was ever rated too uncertain no longer holds and is corrected here."
CHANGELOG,D86,CUMULATIVE,,Final QB verification result
